	NIW_0_MPI_1	NIW_0_MPI_2	NIW_0_MPI_3	IW_0_MPI_1	IW_0_MPI_2	IW_0_MPI_3
VIT_08s0007g01290	375	378	351	528	484	549
VIT_18s0001g00990	317	248	246	187	241	240
VIT_01s0011g01530	102	124	159	78	108	102
VIT_00s1216g00010	0	0	0	0	0	0
VIT_17s0000g00040	56	65	50	114	146	131
VIT_01s0010g02000	0	0	0	0	0	0
VIT_08s0007g00200	181	218	124	552	576	600
VIT_06s0009g02050	1	1	0	0	1	1
VIT_00s0262g00020	1	1	1	0	2	1
VIT_10s0003g01010	777	702	531	520	1058	770
VIT_08s0007g00190	1085	1539	1807	1374	1138	1257
VIT_05s0077g02120	75	178	153	83	38	76
VIT_04s0023g02710	0	0	0	0	0	0
VIT_04s0023g02600	82	133	121	103	114	96
VIT_00s0179g00060	2	0	1	1	2	0
VIT_00s0187g00330	51	59	53	44	41	56
VIT_17s0000g07230	1069	894	915	626	793	772
VIT_02s0087g00100	513	630	559	708	754	814
VIT_15s0048g02120	4	1	2	3	9	2
VIT_05s0029g00690	117	130	117	97	142	121
VIT_18s0001g01600	1074	984	882	1071	1034	1051
VIT_00s0187g00320	215	248	184	186	240	191
VIT_05s0029g00860	1	2	0	0	1	0
VIT_04s0069g00110	0	0	0	1	0	0
VIT_03s0038g02970	55	89	79	94	73	124
VIT_12s0028g02760	0	0	0	0	0	0
VIT_14s0060g02130	12	3	12	97	100	110
VIT_04s0044g01700	1492	1690	1578	1674	1918	1972
VIT_13s0067g03700	0	0	0	0	0	0
VIT_16s0039g00040	7	8	10	26	48	28
VIT_07s0151g00210	0	0	0	0	0	0
VIT_00s0174g00180	19	11	11	6	8	14
VIT_06s0080g00120	0	0	0	8	17	16
VIT_17s0000g03510	406	263	175	212	257	234
VIT_01s0010g03570	724	934	841	966	838	890
VIT_01s0011g01230	303	418	402	432	449	452
VIT_17s0000g08790	1747	1669	1932	1822	1844	1990
VIT_09s0018g01950	527	455	333	513	662	612
VIT_05s0102g00730	1063	994	798	1021	1121	1151
VIT_02s0025g04210	424	501	497	535	450	513
VIT_00s0918g00010	10	20	13	32	36	46
VIT_06s0004g02610	417	422	432	299	422	408
VIT_04s0008g02830	699	589	644	654	738	705
VIT_14s0083g00200	212	198	191	130	178	178
VIT_19s0090g00170	1	0	0	0	0	0
VIT_14s0006g02590	4	5	7	13	8	13
VIT_19s0014g00560	419	462	379	416	366	448
VIT_03s0063g00130	5282	6632	7462	9440	6668	8408
VIT_08s0007g03290	6	5	3	8	6	7
VIT_03s0017g00870	422	482	734	1421	337	991
VIT_16s0022g00540	314	282	350	466	431	541
VIT_17s0000g01740	871	1158	1153	1402	1136	1289
VIT_00s1860g00010	167	173	131	121	134	131
VIT_00s0252g00020	211	258	239	288	350	335
VIT_18s0122g01230	5	7	1	6	6	7
VIT_16s0098g00710	374	311	271	307	300	309
VIT_02s0012g01030	957	1079	930	1023	1885	1509
VIT_14s0083g00980	414	188	203	214	482	348
VIT_01s0011g00600	1005	482	480	522	812	724
VIT_19s0090g01470	492	305	378	548	535	580
VIT_13s0064g01590	2	1	1	0	0	0
VIT_09s0002g08070	499	496	492	614	548	596
VIT_01s0010g00670	39	30	31	38	16	24
VIT_11s0052g01610	3	8	7	4	1	3
VIT_09s0002g05550	1	0	1	4	1	0
VIT_19s0090g01140	28	36	30	55	52	63
VIT_19s0027g00240	250	278	304	253	254	273
VIT_19s0014g00010	818	886	821	561	789	679
VIT_09s0002g00650	111	115	70	204	282	276
VIT_00s2422g00010	1	0	0	0	1	0
VIT_18s0041g00060	8	11	8	3	10	16
VIT_07s0031g01410	844	702	657	866	836	909
VIT_00s0253g00110	13	15	10	15	10	12
VIT_06s0004g02510	163	104	96	77	105	112
VIT_12s0059g01220	19	44	51	22	16	30
VIT_03s0088g01040	1682	1755	2085	2213	1937	2356
VIT_00s0337g00040	6	3	8	6	4	13
VIT_05s0049g00570	699	1611	1171	977	750	880
VIT_01s0011g00370	3230	3176	3126	3415	2777	3159
VIT_00s1914g00010	2	1	0	0	0	1
VIT_06s0004g07450	2	1	0	1	0	1
VIT_07s0129g00100	1	0	7	2	4	1
VIT_04s0044g00760	0	0	0	0	0	0
VIT_14s0066g00220	6026	7574	8861	7976	4465	6657
VIT_14s0006g03020	0	0	0	0	0	0
VIT_00s0203g00010	0	0	0	0	0	0
VIT_12s0134g00360	16	8	6	14	22	18
VIT_05s0020g04690	5725	5599	5021	4568	6103	5680
VIT_09s0002g01060	134	128	145	283	170	240
VIT_00s0198g00170	23	46	38	43	38	38
VIT_17s0000g00150	0	1	1	2	2	0
VIT_08s0007g01790	1034	1004	1037	1147	1151	1251
VIT_12s0057g00640	11	7	9	27	30	20
VIT_17s0000g07580	179	116	90	112	151	145
VIT_10s0042g00370	36	20	17	20	44	35
VIT_18s0001g08110	10751	5629	6334	8819	12301	11194
VIT_12s0028g01590	70	32	36	70	60	77
VIT_04s0008g04030	1	1	1	1	4	2
VIT_18s0001g05910	253	238	307	541	329	481
VIT_05s0020g00580	195	240	223	206	157	178
VIT_00s0337g00030	0	0	0	0	0	0
VIT_16s0013g02040	0	0	0	0	0	0
VIT_00s0392g00060	0	3	1	7	7	6
VIT_14s0030g01980	517	385	321	817	718	826
VIT_18s0075g00870	0	1	0	0	0	0
VIT_14s0128g00180	112	129	88	105	151	120
VIT_00s0230g00160	0	0	0	0	0	1
VIT_13s0067g01500	73	26	32	21	42	30
VIT_11s0103g00170	1	6	4	0	0	0
VIT_13s0064g01110	95	54	53	70	81	91
VIT_08s0007g06970	1	1	1	1	0	0
VIT_04s0008g01580	27	14	21	74	18	40
VIT_00s2582g00010	879	1142	960	1120	986	1098
VIT_18s0001g06360	183	192	161	143	180	140
VIT_03s0038g02430	896	1645	1583	1592	1123	1402
VIT_13s0064g00610	2	3	4	1	0	1
VIT_14s0081g00330	265	274	236	385	351	400
VIT_18s0041g00020	97	55	21	16	15	9
VIT_16s0115g00070	27	23	24	18	26	24
VIT_17s0000g03820	1124	1309	1314	1174	1450	1466
VIT_19s0015g00130	1271	1104	1113	1277	846	1214
VIT_02s0025g00380	628	548	627	637	729	772
VIT_04s0044g01940	543	584	562	652	574	633
VIT_02s0236g00110	0	0	0	0	0	0
VIT_15s0021g00500	2757	2503	2317	1970	2295	2335
VIT_06s0004g06750	480	447	381	467	436	528
VIT_08s0105g00140	0	0	0	0	0	0
VIT_01s0146g00100	1539	902	883	1496	1625	1568
VIT_01s0011g03060	810	666	594	639	811	814
VIT_17s0000g04540	1068	996	827	909	450	707
VIT_12s0028g03700	81	55	52	92	158	150
VIT_08s0105g00510	555	533	556	573	572	664
VIT_08s0007g07860	290	277	253	360	340	391
VIT_17s0000g07690	3	9	4	8	16	8
VIT_16s0148g00340	0	0	0	0	0	0
VIT_15s0046g00340	241	223	166	175	243	236
VIT_08s0058g00140	672	450	451	443	415	531
VIT_04s0023g02970	973	867	699	768	1131	1018
VIT_00s0397g00010	32	21	14	17	20	31
VIT_14s0066g00410	743	520	453	1039	1585	1444
VIT_17s0000g05600	83	96	90	125	123	125
VIT_05s0051g00530	216	329	364	356	109	257
VIT_00s0445g00060	4	3	5	2	5	5
VIT_01s0011g06350	49	80	58	43	49	63
VIT_13s0067g03540	1	0	0	0	0	0
VIT_10s0003g02710	1041	1179	1010	1094	990	1159
VIT_14s0006g02700	0	0	0	0	0	0
VIT_02s0033g01360	527	571	472	403	465	421
VIT_01s0137g00510	812	661	501	534	1150	912
VIT_08s0040g02330	8654	10613	10835	17030	13005	15796
VIT_05s0029g00680	295	268	218	166	243	244
VIT_16s0098g00320	1211	1409	1266	935	1096	1076
VIT_11s0016g03170	373	278	324	229	200	229
VIT_18s0001g01380	7	4	5	17	14	15
VIT_10s0092g00470	1	0	0	9	3	8
VIT_14s0083g00300	1608	1650	1343	1713	1579	1843
VIT_01s0010g03050	619	673	625	693	526	673
VIT_00s0203g00030	0	0	0	0	0	1
VIT_11s0065g00360	4165	3897	4227	2388	3330	3012
VIT_06s0009g02370	13	8	5	17	17	19
VIT_01s0010g02740	777	744	576	322	313	329
VIT_09s0070g00620	34	37	21	29	48	30
VIT_12s0057g00950	267	144	99	415	515	519
VIT_00s0914g00010	21	14	16	32	36	20
VIT_18s0001g04790	853	966	874	840	457	666
VIT_12s0028g03340	723	625	584	574	550	599
VIT_18s0001g08980	481	480	400	340	410	389
VIT_14s0060g01420	186	265	197	355	262	299
VIT_16s0039g00180	0	0	0	0	1	1
VIT_16s0098g01340	0	0	0	1	2	1
VIT_09s0002g06110	1080	1133	966	990	815	963
VIT_11s0065g01030	14	8	11	10	14	14
VIT_07s0005g01500	14	10	5	9	11	10
VIT_14s0030g00020	116	95	71	98	123	129
VIT_06s0004g00290	14	9	7	6	2	3
VIT_06s0080g00730	0	0	0	0	0	0
VIT_19s0014g04000	0	0	0	0	0	0
VIT_18s0001g03860	23	19	13	8	13	12
VIT_17s0000g06060	249	282	264	207	250	231
VIT_16s0022g00890	1765	2514	1481	4036	5955	5454
VIT_09s0002g08650	3	26	15	18	36	36
VIT_07s0151g00280	563	525	461	613	404	545
VIT_05s0020g02130	6790	6073	6367	5322	6202	6089
VIT_18s0072g00400	2068	2064	2213	1787	2607	2397
VIT_07s0005g01520	507	742	388	898	1252	1057
VIT_13s0047g00370	0	2	3	2	0	0
VIT_17s0053g00950	39	35	35	80	102	83
VIT_14s0060g01080	1713	1342	1568	1086	1714	1500
VIT_00s0186g00090	1469	2149	1544	1542	1676	1701
VIT_18s0001g00100	608	585	538	474	444	535
VIT_09s0054g00470	0	0	0	0	1	0
VIT_04s0043g00530	0	0	0	0	0	0
VIT_17s0000g08100	5	10	9	3	11	7
VIT_08s0007g04460	320	258	226	279	376	357
VIT_03s0017g00550	421	428	409	443	410	463
VIT_13s0067g01360	16	12	12	17	14	18
VIT_12s0034g02500	3	6	2	4	5	3
VIT_07s0005g02270	825	704	675	735	866	821
VIT_03s0038g00210	2	3	1	3	2	0
VIT_00s0865g00020	5	9	10	10	13	9
VIT_10s0003g04290	14	9	7	15	9	15
VIT_18s0041g01400	47	43	42	27	40	31
VIT_12s0034g00390	3	2	7	0	0	0
VIT_00s0264g00020	885	891	550	1015	1037	1066
VIT_14s0036g00470	1632	1997	2360	1974	1985	2064
VIT_19s0014g04330	0	0	0	0	0	0
VIT_04s0008g00450	1845	1237	1419	817	1525	1250
VIT_08s0007g01610	1087	1261	1396	1123	1087	1128
VIT_19s0027g00460	432	513	419	692	829	829
VIT_14s0066g01210	63616	45842	35607	38455	99688	76911
VIT_04s0008g03460	10	11	11	14	23	21
VIT_17s0000g06210	4592	3221	2575	3496	7109	5626
VIT_02s0012g00070	10	13	14	15	17	15
VIT_18s0072g01130	923	847	893	755	851	874
VIT_06s0009g02800	107	124	103	110	147	140
VIT_15s0046g03770	125	153	123	105	88	95
VIT_15s0024g01510	10	17	19	33	46	30
VIT_00s0800g00010	219	258	214	246	301	300
VIT_07s0095g00630	0	0	0	0	0	0
VIT_15s0046g00720	3	4	0	1	3	1
VIT_04s0069g01130	0	0	0	0	0	0
VIT_18s0001g04800	3	2	4	25	41	25
VIT_14s0030g01660	522	596	448	585	784	725
VIT_04s0043g00560	1516	1994	1581	1365	1611	1626
VIT_01s0010g02510	0	0	0	0	0	0
VIT_00s0174g00240	0	0	0	0	0	0
VIT_07s0104g00190	10	23	17	29	16	24
VIT_14s0171g00520	996	1025	867	1007	1051	1132
VIT_13s0019g00900	396	412	273	493	462	469
VIT_14s0036g00340	5	4	4	6	3	11
VIT_00s0575g00020	0	0	0	0	0	0
VIT_18s0001g11800	1854	2158	1501	2045	2279	2352
VIT_11s0052g01240	0	0	0	0	1	1
VIT_13s0047g00100	464	625	624	444	541	526
VIT_13s0047g00360	0	5	22	13	0	4
VIT_00s0662g00040	821	625	377	1318	1864	1691
VIT_18s0001g13390	68	71	65	46	64	36
VIT_07s0005g01660	3739	3737	4156	3841	3983	4081
VIT_01s0026g01710	1137	835	826	631	1045	932
VIT_15s0021g02360	38	40	29	40	55	64
VIT_07s0104g01740	70	127	144	117	46	93
VIT_12s0035g01500	0	0	0	0	0	0
VIT_05s0020g02920	256	177	234	255	127	194
VIT_02s0025g00530	28	93	17	93	116	78
VIT_14s0030g00150	2	5	2	5	7	8
VIT_19s0015g02420	0	0	0	2	3	3
VIT_19s0093g00450	0	0	0	0	0	0
VIT_05s0020g02660	1177	1102	984	1120	1012	1065
VIT_11s0065g00500	0	0	0	0	0	0
VIT_09s0002g05130	0	0	0	0	0	0
VIT_14s0081g00090	332	314	270	359	321	324
VIT_15s0048g02390	805	1040	1022	1253	622	938
VIT_02s0012g01180	890	1118	987	1100	1178	1214
VIT_11s0016g05600	379	327	335	362	421	388
VIT_17s0000g08800	20	26	16	10	26	14
VIT_17s0000g01340	17	15	16	12	23	12
VIT_02s0236g00050	0	0	0	0	0	0
VIT_00s0216g00050	0	0	0	0	0	0
VIT_09s0002g05780	637	802	800	1024	778	955
VIT_12s0057g00350	0	0	0	0	1	0
VIT_15s0021g01950	0	0	0	0	0	0
VIT_00s2424g00010	1	0	0	0	0	0
VIT_15s0048g00370	8416	8362	8704	10364	6775	8803
VIT_10s0003g04240	239	195	196	261	231	259
VIT_14s0128g00150	418	421	377	322	443	404
VIT_03s0063g00260	0	0	0	2	1	0
VIT_00s2542g00010	11	4	3	1	2	1
VIT_18s0001g14520	90	112	87	162	170	192
VIT_18s0001g11790	2	1	1	7	1	3
VIT_07s0031g00330	472	533	503	549	496	502
VIT_08s0058g01370	783	819	608	1037	1347	1278
VIT_10s0042g00110	0	0	0	0	0	0
VIT_18s0001g08580	1697	1502	1261	1186	1461	1491
VIT_09s0018g01800	1102	3598	2206	6127	6561	6589
VIT_18s0001g11020	0	0	0	0	0	0
VIT_16s0100g00700	13	2	14	5	8	10
VIT_14s0006g00440	0	0	0	1	0	1
VIT_19s0177g00140	10014	16156	12104	18792	24220	23263
VIT_09s0002g04810	3338	3039	2807	2617	3034	3150
VIT_16s0050g00250	1	0	2	2	3	3
VIT_00s0181g00120	501	418	366	344	266	318
VIT_18s0001g05670	0	0	0	0	1	2
VIT_01s0127g00800	91	117	171	688	63	368
VIT_13s0047g00120	382	354	327	322	295	351
VIT_19s0014g04900	59	74	94	225	111	204
VIT_13s0106g00480	0	0	0	0	0	0
VIT_19s0014g03050	1	2	0	2	0	0
VIT_07s0005g04950	530	524	450	566	562	541
VIT_14s0030g00440	1256	1468	1081	2091	3030	2937
VIT_12s0059g00860	1	3	1	1	0	1
VIT_10s0071g00850	1	0	0	0	0	1
VIT_12s0028g03100	1850	1418	1527	1070	1090	1201
VIT_13s0067g01630	634	640	567	480	562	539
VIT_03s0038g00440	1322	1419	1270	1126	1492	1395
VIT_05s0094g01470	284	243	263	163	177	214
VIT_03s0017g00670	143	134	75	390	334	394
VIT_15s0048g02340	2	0	2	0	1	0
VIT_06s0009g02010	0	0	0	0	0	0
VIT_15s0046g02670	14	20	21	15	29	33
VIT_11s0052g00840	277	519	306	605	256	459
VIT_05s0077g01600	0	0	0	0	11	7
VIT_04s0079g00250	0	0	0	0	0	0
VIT_09s0018g01120	0	0	0	0	0	0
VIT_08s0007g03940	1286	1370	1411	1111	998	1103
VIT_07s0031g01040	12	2	3	6	7	7
VIT_00s0183g00220	0	2	0	2	4	2
VIT_19s0015g01910	112	104	97	120	99	119
VIT_08s0056g00890	3	1	0	1	0	0
VIT_05s0102g00030	40	47	28	22	53	29
VIT_07s0031g02000	21	20	19	19	15	18
VIT_01s0011g05740	137	148	146	121	112	136
VIT_13s0019g02270	0	0	0	0	2	1
VIT_10s0003g04260	576	609	549	561	582	582
VIT_07s0129g00830	1	0	1	1	2	0
VIT_10s0405g00060	38	42	35	41	30	47
VIT_07s0005g03860	396	456	455	579	472	563
VIT_18s0041g01220	1802	1243	1608	936	891	1053
VIT_10s0042g00970	9	5	8	5	5	10
VIT_17s0000g01500	602	633	670	796	664	742
VIT_14s0066g01610	474	498	367	752	650	745
VIT_15s0024g01620	346	436	433	284	319	319
VIT_01s0137g00100	0	0	0	0	0	0
VIT_17s0000g04620	285	382	366	296	338	341
VIT_02s0033g00710	0	0	0	0	0	0
VIT_13s0067g01760	343	463	315	501	502	534
VIT_18s0166g00050	3	4	4	4	0	3
VIT_13s0067g03890	4531	5116	4060	6255	7118	7028
VIT_08s0007g06010	156	204	180	116	81	92
VIT_15s0045g00800	0	0	0	0	0	0
VIT_08s0217g00040	526	445	418	312	328	350
VIT_00s0228g00040	0	0	2	0	1	0
VIT_04s0023g02340	562	446	446	412	487	394
VIT_00s0524g00040	28	28	19	15	14	19
VIT_17s0000g00340	20660	18706	20396	16210	21370	20257
VIT_14s0171g00150	3	3	0	12	2	14
VIT_12s0059g01010	4	4	1	3	4	3
VIT_18s0072g00850	8	2	7	12	9	13
VIT_07s0005g03680	702	528	580	545	386	502
VIT_13s0047g01080	0	0	0	0	0	0
VIT_11s0016g02410	1611	1435	1285	1329	1750	1696
VIT_00s0183g00070	1	1	1	0	0	0
VIT_07s0005g01590	1500	1697	1302	1743	1632	1809
VIT_12s0035g01510	0	0	0	0	0	0
VIT_07s0005g02470	840	628	677	500	646	558
VIT_18s0001g07700	292	137	168	159	283	250
VIT_01s0011g05060	43	32	20	22	66	50
VIT_17s0000g08570	843	967	954	767	667	775
VIT_03s0038g03350	0	0	1	1	0	3
VIT_18s0122g01120	46	39	35	49	66	45
VIT_17s0000g06240	880	1241	1303	1390	1145	1361
VIT_01s0010g03960	78	40	24	27	78	63
VIT_13s0019g03720	0	0	0	0	0	0
VIT_09s0002g04710	0	0	0	0	1	0
VIT_19s0090g00360	85	77	57	102	135	128
VIT_00s0731g00010	0	0	0	0	0	0
VIT_19s0014g02810	500	624	556	490	588	530
VIT_01s0026g00650	196	195	206	122	179	156
VIT_00s0226g00070	84	121	111	269	163	192
VIT_12s0035g01710	17	11	14	11	10	11
VIT_13s0019g02810	49	76	55	54	69	58
VIT_16s0050g01190	73	50	59	88	51	77
VIT_02s0087g00340	1745	1403	622	534	142	404
VIT_03s0038g04370	543	506	484	441	450	561
VIT_19s0015g02590	4	1	0	3	3	3
VIT_16s0050g02740	0	0	0	0	0	0
VIT_08s0007g03810	0	0	0	0	0	0
VIT_11s0052g00950	999	947	746	890	1189	1155
VIT_06s0009g01970	0	0	1	1	0	2
VIT_09s0018g00230	0	2	0	0	1	0
VIT_04s0008g04520	902	826	793	645	870	868
VIT_14s0171g00300	20	16	7	18	9	12
VIT_08s0040g01110	5	0	0	2	0	1
VIT_08s0105g00500	140	90	89	101	105	120
VIT_01s0010g00380	11	19	31	26	22	30
VIT_05s0102g00380	356	481	445	335	328	334
VIT_07s0129g00180	1485	1091	940	1401	1594	1571
VIT_11s0016g01810	3958	842	798	305	110	268
VIT_00s0650g00010	1	0	0	0	2	0
VIT_01s0011g05680	46	47	37	83	45	71
VIT_16s0022g00290	0	0	0	0	0	0
VIT_13s0019g02430	245	186	188	317	424	368
VIT_19s0015g02050	3	0	3	5	2	0
VIT_18s0001g10530	49	72	74	85	104	101
VIT_00s0945g00010	1202	970	918	576	883	797
VIT_12s0059g01460	915	1031	952	1611	1161	1420
VIT_07s0129g00310	833	909	742	871	1433	1299
VIT_18s0122g00130	0	2	0	0	3	0
VIT_05s0077g00890	0	0	0	0	0	0
VIT_14s0030g01070	0	0	0	0	0	0
VIT_03s0097g00040	0	0	0	0	0	0
VIT_19s0014g00770	0	0	0	0	0	0
VIT_13s0074g00470	190	160	142	229	237	254
VIT_08s0007g08410	399	364	300	628	487	539
VIT_09s0018g00390	1	0	0	0	0	1
VIT_13s0067g02260	108	92	87	128	207	190
VIT_11s0052g00930	241	253	254	263	232	252
VIT_09s0002g03570	37	48	27	31	44	52
VIT_00s0160g00290	0	0	0	0	0	0
VIT_07s0104g01820	268	494	358	603	251	462
VIT_10s0003g04040	2280	2358	2380	2977	3151	3240
VIT_00s0271g00110	64	70	76	73	83	52
VIT_07s0104g01270	657	936	845	570	364	462
VIT_09s0018g01810	0	0	0	0	0	1
VIT_15s0048g01480	0	0	1	5	1	1
VIT_00s0187g00010	249	45	64	130	98	127
VIT_16s0148g00330	80	46	53	21	20	22
VIT_14s0108g00850	4890	6076	6560	5979	4791	5858
VIT_08s0007g00350	383	528	500	542	354	427
VIT_02s0012g01990	3	0	4	0	3	0
VIT_11s0052g01700	2625	2012	1949	1226	1962	1855
VIT_01s0026g00440	0	0	0	0	0	0
VIT_19s0014g01740	502	692	558	733	626	689
VIT_06s0009g00950	5	1	1	10	1	3
VIT_11s0118g00810	798	759	701	628	714	706
VIT_01s0010g02640	22	24	25	14	23	18
VIT_02s0033g01190	429	437	362	630	566	614
VIT_14s0068g00820	2	5	5	6	0	3
VIT_13s0106g00070	41	34	38	74	115	117
VIT_14s0083g01150	359	250	213	294	340	373
VIT_04s0008g02230	17	28	17	12	4	10
VIT_15s0048g01170	343	221	193	117	133	139
VIT_00s0379g00040	1	0	0	4	2	1
VIT_14s0108g01410	2	1	0	2	0	0
VIT_09s0018g00680	60	47	43	24	61	50
VIT_01s0137g00560	39	41	56	25	18	29
VIT_05s0020g00740	1178	1051	871	1002	1158	1141
VIT_09s0054g01470	29	21	4	2	13	10
VIT_01s0010g01480	278	212	206	287	301	295
VIT_07s0255g00120	317	257	274	262	291	265
VIT_12s0134g00040	8	4	0	2	10	12
VIT_03s0132g00340	93	7	24	83	41	58
VIT_00s0462g00010	1	2	3	2	8	6
VIT_13s0067g00020	16	9	15	27	30	26
VIT_14s0128g00870	11	7	10	11	12	10
VIT_08s0032g00850	1	0	0	0	1	1
VIT_02s0025g02130	233	249	245	157	203	210
VIT_14s0066g02560	1964	1974	2075	1844	2062	1949
VIT_04s0008g02020	0	0	0	1	0	0
VIT_04s0008g03140	591	530	596	410	605	542
VIT_09s0054g00700	2438	2476	2260	2406	2276	2491
VIT_12s0028g01540	0	0	0	0	0	0
VIT_14s0006g02960	1873	2290	2155	2114	1882	2235
VIT_05s0020g04140	32	27	14	49	97	90
VIT_14s0068g00920	26002	26625	17698	16381	6710	11972
VIT_00s0301g00040	957	961	981	1717	1136	1514
VIT_14s0006g01420	478	551	442	429	437	437
VIT_07s0005g02800	105	78	75	45	63	54
VIT_07s0005g00530	86	85	129	61	73	69
VIT_00s0131g00130	0	0	0	0	0	0
VIT_03s0038g02180	442	508	424	417	352	405
VIT_00s0285g00010	33	44	27	33	45	46
VIT_00s0211g00050	217	242	198	271	240	266
VIT_05s0062g00130	1901	1802	1576	1884	1889	2079
VIT_04s0023g03640	0	0	2	0	0	1
VIT_14s0128g00720	117	104	91	128	120	133
VIT_02s0012g01780	509	609	553	539	575	603
VIT_00s0357g00130	0	1	0	24	22	21
VIT_04s0008g01620	0	0	0	0	0	0
VIT_00s0986g00010	0	1	0	0	0	0
VIT_16s0039g02570	409	442	433	302	463	414
VIT_04s0008g06250	465	496	358	761	787	839
VIT_14s0066g02190	408	397	301	473	302	386
VIT_17s0000g03110	466	534	526	588	574	603
VIT_05s0077g01670	9117	7174	5059	3448	5969	4966
VIT_18s0001g01210	2429	1777	2076	1692	1784	1829
VIT_13s0067g03020	424	616	552	461	243	451
VIT_03s0038g04570	153	65	76	95	288	200
VIT_01s0011g04410	2299	2667	2509	2519	3555	3279
VIT_14s0171g00460	580	745	675	857	708	887
VIT_05s0102g00100	1666	1665	1643	1302	1423	1543
VIT_11s0037g00440	206	165	185	189	184	207
VIT_18s0001g07140	1031	1359	1282	1628	1405	1651
VIT_13s0047g01180	333	372	381	331	438	406
VIT_18s0089g00660	95	65	53	32	36	49
VIT_18s0041g02140	1	0	0	2	0	2
VIT_18s0072g00130	21	20	19	13	15	26
VIT_03s0091g00640	2720	3900	4334	4498	3074	3880
VIT_05s0094g00330	56	65	38	320	175	212
VIT_04s0008g05550	6	3	3	3	5	2
VIT_09s0002g08540	85	47	37	149	111	133
VIT_16s0022g01720	11	3	3	3	2	4
VIT_01s0010g01950	0	0	0	0	0	0
VIT_07s0129g00460	66	217	148	140	82	129
VIT_07s0005g03170	205	213	194	216	207	207
VIT_16s0050g00160	191	156	130	126	162	140
VIT_14s0083g00510	0	0	0	0	0	0
VIT_08s0032g00940	0	0	0	0	0	0
VIT_01s0010g00920	733	1020	779	622	1092	883
VIT_07s0151g01060	684	757	823	586	702	679
VIT_08s0056g01710	1140	1040	879	1006	946	1096
VIT_07s0095g00180	4	3	1	2	5	2
VIT_11s0016g01630	67	84	75	55	55	56
VIT_04s0008g02730	4	27	3	26	32	39
VIT_13s0067g00800	0	0	0	0	0	0
VIT_14s0066g01890	1253	1407	1272	1101	1041	1143
VIT_05s0020g03620	393	462	479	395	413	439
VIT_19s0027g01550	0	0	0	0	0	0
VIT_19s0014g01720	1	0	0	0	4	0
VIT_08s0007g06170	2319	3355	2838	3918	2702	3512
VIT_18s0075g00320	0	0	0	0	0	0
VIT_00s0269g00130	26	24	17	15	24	21
VIT_17s0000g01860	1078	1312	1205	1536	1307	1533
VIT_00s0662g00010	638	444	573	603	625	636
VIT_05s0077g01050	30	85	55	37	14	31
VIT_00s0768g00020	0	0	0	0	0	0
VIT_12s0134g00620	1	0	0	0	0	0
VIT_14s0030g00220	166	178	127	126	123	106
VIT_02s0025g00030	227	205	195	236	225	264
VIT_08s0007g06440	0	1	1	15	1	4
VIT_18s0089g00290	1	5	3	6	15	11
VIT_02s0012g00840	89	101	120	86	131	143
VIT_12s0028g03720	934	923	804	1156	1190	1203
VIT_06s0004g05610	0	0	0	0	0	0
VIT_03s0038g02670	1113	1002	896	1059	1389	1394
VIT_18s0001g02780	0	0	3	0	0	2
VIT_12s0057g01110	196	87	59	88	78	115
VIT_08s0056g01110	552	577	644	553	619	627
VIT_14s0128g00620	0	0	0	0	0	0
VIT_04s0008g04960	67	123	99	83	120	124
VIT_18s0001g08300	32	32	34	105	66	70
VIT_00s2182g00020	0	0	0	0	0	0
VIT_07s0104g00070	16	16	19	21	29	26
VIT_14s0006g01040	8	5	11	18	16	14
VIT_08s0040g02940	31	40	40	49	42	40
VIT_07s0005g03760	847	876	808	823	698	771
VIT_00s0734g00020	282	279	301	295	362	296
VIT_01s0011g00250	830	775	743	709	725	806
VIT_18s0001g01510	5	4	1	7	12	10
VIT_01s0011g05170	1369	1012	1093	1445	1684	1647
VIT_01s0010g02370	911	1121	1050	1107	955	1113
VIT_01s0011g02280	3193	3220	3391	2350	3119	2875
VIT_02s0025g04610	4462	4762	3963	4052	4408	4550
VIT_10s0003g01890	5	2	0	6	8	2
VIT_00s0131g00370	0	0	1	0	0	0
VIT_13s0019g02680	186	97	72	152	164	136
VIT_02s0154g00360	1	0	1	0	1	1
VIT_14s0060g02220	580	551	535	484	526	508
VIT_14s0060g00800	8	2	7	5	3	1
VIT_08s0007g07250	5	13	8	9	4	7
VIT_15s0024g00900	0	1	2	2	1	1
VIT_14s0006g01470	0	0	0	0	0	0
VIT_18s0001g01280	0	0	0	0	0	0
VIT_03s0038g00710	4	1	2	10	21	10
VIT_13s0156g00410	14	10	11	20	20	13
VIT_13s0064g00310	17	17	8	24	23	25
VIT_18s0001g09050	293	349	349	360	388	403
VIT_16s0013g01850	0	0	0	0	0	0
VIT_16s0013g00880	0	0	1	1	1	3
VIT_04s0008g03670	62	93	79	67	56	54
VIT_05s0020g00430	221	297	292	244	184	212
VIT_13s0073g00050	505	544	551	330	226	305
VIT_05s0094g00340	145	33	52	1280	650	903
VIT_12s0035g00680	53	31	23	60	57	72
VIT_18s0001g03230	456	472	398	504	573	605
VIT_15s0046g00420	249	310	338	266	316	304
VIT_00s0956g00030	40	84	58	76	48	59
VIT_19s0014g00070	2095	1338	1559	1666	2678	2722
VIT_03s0063g00930	100	93	98	131	134	152
VIT_04s0044g00680	133	115	103	123	127	153
